status,google_index,url_digits_ratio,domain_in_title,phish_hints,ip,?_url_count,len_url,/_url_count,hostname_len
1,1,0.07894736842105263,1,2,0,0,38,4,16
0,0,0.0,1,0,0,0,130,4,34
0,0,0.0,1,0,0,0,30,4,15
1,1,0.06060606060606061,1,0,0,0,66,6,19
1,1,0.0,1,1,0,0,49,5,17
0,1,0.08139534883720931,1,0,1,0,86,4,14
0,0,0.0,0,0,0,0,32,4,17
1,1,0.057971014492753624,1,1,0,0,69,7,23
1,1,0.03333333333333333,1,0,0,0,30,2,22
0,0,0.12307692307692308,1,0,0,0,65,7,24
0,1,0.14516129032258066,1,1,1,0,62,6,23
1,1,0.2903225806451613,1,0,1,0,62,5,10
1,1,0.1744186046511628,1,0,1,0,86,7,10
1,1,0.0,1,0,0,1,73,5,25
1,1,0.1276595744680851,0,0,1,0,47,5,13
0,0,0.0,0,0,0,0,20,2,13
1,1,0.09655172413793103,1,1,0,1,145,5,17
1,1,0.0,1,2,0,0,50,4,20
1,1,0.0821917808219178,1,0,0,0,73,5,21
0,0,0.0,0,0,0,0,15,3,7
0,1,0.07692307692307693,1,0,0,0,52,5,17
0,1,0.038461538461538464,1,0,0,0,52,4,23
1,1,0.0,1,0,0,0,25,4,12
0,1,0.0,0,0,0,0,40,3,19
0,0,0.0,1,0,0,0,51,4,24
1,0,0.08536585365853659,0,1,0,1,82,6,16
0,0,0.0,0,0,0,0,36,5,14
0,0,0.0,1,0,0,0,50,3,27
1,1,0.11538461538461539,1,2,0,0,78,8,15
1,1,0.038461538461538464,1,0,0,1,52,4,18
1,1,0.10784313725490197,1,0,0,1,102,3,64
0,0,0.0990990990990991,0,2,1,0,111,3,19
1,1,0.07142857142857142,1,1,0,1,70,4,19
0,0,0.06578947368421052,1,0,0,0,76,4,17
0,0,0.09523809523809523,0,1,1,0,84,6,18
0,0,0.0,0,0,0,0,88,8,14
1,1,0.0,0,0,0,0,47,4,17
1,1,0.11214953271028037,1,2,1,1,107,7,28
1,1,0.16752577319587628,1,1,1,1,388,5,33
1,1,0.3055555555555556,1,0,1,0,36,3,27
1,1,0.0,1,4,0,1,98,7,16
1,1,0.0,1,0,0,1,62,4,22
0,0,0.13953488372093023,1,0,0,0,43,5,14
1,1,0.2037037037037037,1,0,0,0,54,3,46
1,1,0.47959183673469385,1,0,1,0,98,7,15
0,1,0.023255813953488372,0,0,0,0,43,4,26
1,1,0.15634218289085547,1,1,0,0,339,4,30
1,1,0.0,1,2,0,0,56,4,16
1,0,0.11363636363636363,1,0,1,0,44,3,35
1,1,0.08,1,0,0,0,25,4,12
0,0,0.0,1,0,0,0,59,5,23
1,1,0.09210526315789473,1,0,0,0,76,5,22
1,1,0.0,1,2,0,0,53,6,12
1,1,0.1744186046511628,1,2,1,1,86,4,50
0,0,0.1,1,0,0,0,100,6,25
0,0,0.06451612903225806,0,0,0,0,93,4,14
1,1,0.043478260869565216,1,0,0,0,92,6,27
0,0,0.014925373134328358,1,0,0,0,67,5,22
1,1,0.09649122807017543,1,4,0,0,114,9,29
0,0,0.0,1,0,0,0,64,6,23
1,1,0.0,1,1,0,0,42,3,25
1,1,0.48072562358276644,1,0,1,1,441,8,31
0,0,0.0625,1,0,0,0,80,4,17
1,1,0.12121212121212122,1,0,0,0,33,3,14
0,0,0.0,1,0,0,0,51,4,18
1,1,0.08571428571428572,1,0,0,0,35,3,13
0,1,0.06756756756756757,0,0,0,0,74,4,14
1,1,0.0,1,0,0,1,79,6,13
1,1,0.0625,1,2,0,0,64,4,39
1,1,0.0,1,1,0,0,43,5,12
1,1,0.0,0,2,0,0,42,5,16
1,1,0.2,1,0,0,0,50,4,14
1,1,0.02,1,0,0,0,50,5,13
1,0,0.3125,1,0,1,0,32,3,13
1,0,0.0,1,0,0,0,113,10,24
1,1,0.0,1,1,0,0,29,3,21
1,1,0.19047619047619047,1,0,1,1,105,3,50
0,0,0.0,0,0,0,0,75,6,18
0,0,0.0,0,0,0,0,44,5,17
0,1,0.0,1,0,0,0,76,6,23
1,1,0.0,1,1,0,0,64,9,11
1,1,0.0,1,1,0,0,29,3,20
0,0,0.028985507246376812,0,0,0,0,69,5,19
1,1,0.05555555555555555,1,0,0,1,90,4,20
1,1,0.16666666666666666,1,0,1,1,126,5,50
1,1,0.0,1,3,0,0,86,10,16
1,1,0.3150684931506849,1,0,1,1,73,4,14
1,1,0.16,1,0,0,0,25,3,17
1,1,0.10294117647058823,1,0,0,0,68,7,18
1,1,0.0,1,0,0,0,43,5,7
1,1,0.12376237623762376,1,7,1,2,404,6,11
1,1,0.0,1,0,0,0,39,5,16
0,0,0.06896551724137931,1,0,0,0,87,5,23
1,0,0.0,1,0,0,0,20,3,11
0,0,0.0,1,0,0,0,25,3,17
1,1,0.1111111111111111,1,1,0,0,54,4,27
1,1,0.025,1,1,0,0,40,4,22
0,0,0.0,0,0,0,1,48,3,17
1,1,0.0,0,0,0,1,57,5,14
1,1,0.45,1,0,1,0,20,3,12
1,1,0.0,1,0,0,0,40,5,13
0,0,0.0625,1,0,0,0,32,3,24
0,0,0.12631578947368421,1,0,1,0,95,6,13
0,0,0.0,1,0,0,0,49,3,26
0,1,0.030303030303030304,0,0,0,0,33,5,15
1,1,0.0,1,0,0,0,26,3,13
1,1,0.057692307692307696,1,1,0,0,52,6,9
1,1,0.18110236220472442,1,0,1,1,127,5,50
1,1,0.13333333333333333,1,0,0,1,45,5,8
1,1,0.3763440860215054,1,1,1,1,372,6,17
1,1,0.022222222222222223,1,0,0,0,45,5,9
0,1,0.008695652173913044,1,0,0,0,115,6,22
1,1,0.0,1,4,0,0,94,7,21
1,1,0.0,1,0,0,0,33,5,8
0,0,0.07964601769911504,0,0,0,0,113,8,15
1,1,0.0,0,1,0,0,47,6,14
1,1,0.0,1,0,0,0,29,4,16
1,0,0.0,1,1,0,1,68,4,17
1,1,0.21705426356589147,1,2,1,1,129,8,15
0,0,0.041666666666666664,1,0,0,0,24,3,15
0,0,0.2647058823529412,1,0,1,0,34,3,21
0,0,0.14457831325301204,1,1,0,1,83,4,21
1,0,0.0,1,0,0,0,29,3,15
0,0,0.0,1,0,0,0,37,4,11
0,0,0.0,1,0,0,0,96,4,31
0,0,0.075,1,0,0,0,80,6,21
1,1,0.0,1,1,0,0,53,4,20
1,1,0.02631578947368421,1,1,0,1,76,3,60
1,1,0.050505050505050504,1,2,0,0,99,10,12
1,1,0.15384615384615385,1,0,0,0,65,4,29
1,1,0.16483516483516483,1,3,1,0,91,7,18
1,1,0.2159090909090909,1,3,1,0,88,8,14
1,1,0.125,1,0,0,0,48,5,20
0,0,0.03333333333333333,1,0,0,0,60,4,19
1,1,0.0,1,4,0,0,73,8,19
0,1,0.03773584905660377,0,0,0,0,53,4,23
0,0,0.17777777777777778,1,0,1,1,90,3,17
1,0,0.0,1,1,0,0,45,5,15
1,1,0.12121212121212122,1,0,0,0,99,5,11
1,1,0.10344827586206896,1,3,0,0,87,6,21
1,1,0.2558139534883721,1,1,1,0,86,6,17
1,1,0.0,1,5,0,0,56,7,17
1,1,0.2222222222222222,1,0,1,1,243,8,37
1,1,0.15702479338842976,1,3,1,0,121,8,37
0,0,0.0898876404494382,0,1,0,0,89,7,14
0,1,0.044444444444444446,0,0,0,0,45,4,14
0,0,0.03333333333333333,1,1,0,0,60,5,17
0,0,0.0,1,0,0,0,70,5,18
0,0,0.0958904109589041,1,0,1,0,73,5,17
1,1,0.0,1,4,0,0,70,9,15
0,0,0.0,0,0,0,0,53,3,15
1,1,0.08450704225352113,1,0,0,0,71,3,37
0,0,0.0,1,0,0,0,34,3,22
1,1,0.11538461538461539,1,0,0,0,26,3,9
1,1,0.06382978723404255,1,0,0,0,47,3,33
1,1,0.10526315789473684,1,0,0,0,38,5,13
0,0,0.09090909090909091,0,0,0,0,22,3,14
1,1,0.19607843137254902,1,0,1,0,51,3,43
1,1,0.0,1,1,0,0,60,7,12
0,0,0.07,1,0,0,0,100,5,29
0,0,0.023809523809523808,1,0,0,0,42,4,19
0,1,0.0,1,0,0,0,93,3,19
1,1,0.0,1,0,0,0,37,4,15
1,1,0.05813953488372093,1,0,0,1,86,4,17
0,0,0.19047619047619047,1,0,1,0,42,5,15
1,1,0.19607843137254902,1,0,0,0,51,5,16
1,0,0.0,1,0,0,0,28,3,20
1,1,0.0,1,0,0,1,106,6,8
0,1,0.11650485436893204,1,0,0,0,103,5,24
0,0,0.0,1,0,0,0,63,5,17
0,1,0.0,0,0,0,0,66,4,22
1,1,0.0,1,0,0,1,78,5,16
0,1,0.0,1,0,0,0,103,5,21
0,0,0.0,1,0,0,0,30,2,22
1,1,0.0,1,0,0,0,44,5,11
1,1,0.11428571428571428,1,0,0,2,70,6,12
1,1,0.03636363636363636,1,1,0,0,55,4,30
1,0,0.0,1,0,0,0,42,4,13
1,1,0.1797752808988764,1,1,0,0,267,6,213
0,0,0.0,1,0,0,0,40,4,26
1,1,0.0,1,1,0,1,51,6,17
1,1,0.12698412698412698,1,0,1,1,126,4,50
1,1,0.19753086419753085,1,0,1,1,243,8,37
1,1,0.26063829787234044,1,0,1,1,188,3,11
0,0,0.037037037037037035,1,0,0,0,27,3,18
0,1,0.0,0,0,0,0,58,5,16
1,1,0.0,1,0,0,0,33,4,14
0,0,0.043478260869565216,1,0,0,0,23,3,11
1,1,0.0,1,0,0,0,56,7,18
1,1,0.014492753623188406,1,1,0,1,69,10,16
0,0,0.10638297872340426,1,0,0,0,47,5,12
1,1,0.0,1,1,0,0,32,5,12
0,0,0.047619047619047616,1,0,0,0,42,3,14
1,1,0.0,1,0,0,0,19,3,10
0,1,0.0,1,0,0,0,62,4,18
0,1,0.08,1,2,0,0,75,6,16
1,1,0.0,1,1,0,0,56,7,21
0,0,0.0,1,0,0,0,50,4,22
1,1,0.0,1,1,0,0,37,4,13
1,0,0.0,1,1,0,0,33,2,26
1,1,0.3238095238095238,1,2,1,1,210,6,18
0,0,0.0,1,0,0,0,78,5,24
1,1,0.0,1,0,0,0,65,7,18
1,1,0.05970149253731343,1,0,0,0,67,3,39
0,0,0.024390243902439025,0,0,0,0,41,3,15
1,0,0.09375,1,0,0,0,32,4,20
1,1,0.0,1,1,0,0,22,4,8
0,1,0.0,0,0,0,0,65,5,13
1,1,0.0,1,0,0,0,79,8,34
0,1,0.10843373493975904,1,0,0,0,83,5,28
0,0,0.0,0,0,0,0,59,3,20
1,1,0.0,1,0,0,1,63,5,23
1,1,0.1910828025477707,1,2,1,1,157,7,15
1,1,0.17647058823529413,1,0,0,0,34,3,25
0,0,0.0,0,0,0,0,63,3,13
1,1,0.267515923566879,1,0,1,0,157,3,21
0,1,0.05405405405405406,0,0,0,1,74,3,14
0,0,0.15584415584415584,0,0,1,0,77,4,17
1,1,0.043478260869565216,1,0,0,0,23,3,7
0,0,0.15384615384615385,1,0,0,0,26,3,18
1,1,0.0,1,1,0,0,62,7,19
0,0,0.07142857142857142,0,0,0,0,42,4,17
1,1,0.0,1,4,0,0,59,7,18
0,1,0.17777777777777778,1,0,1,0,45,5,14
1,1,0.15447154471544716,1,0,1,1,123,4,46
1,1,0.0,1,1,0,0,44,4,20
1,1,0.20512820512820512,0,0,0,0,39,4,25
1,1,0.07692307692307693,1,1,0,0,26,4,14
1,1,0.07228915662650602,0,1,0,1,83,6,16
0,0,0.0,1,0,0,0,69,3,34
1,1,0.12380952380952381,1,0,1,1,105,3,23
0,0,0.02857142857142857,1,0,0,0,70,6,25
1,0,0.0,1,0,0,0,50,5,22
0,0,0.0,0,0,0,0,31,4,14
1,1,0.09803921568627451,1,0,0,0,51,3,34
0,1,0.0,1,0,0,0,56,5,18
1,1,0.0,1,1,0,0,40,4,19
0,0,0.14545454545454545,1,0,0,0,55,8,18
0,0,0.056338028169014086,1,0,0,0,71,6,22
0,0,0.0,0,0,0,1,44,4,18
1,1,0.058823529411764705,1,0,0,0,34,3,23
1,1,0.019230769230769232,1,0,0,0,52,4,14
1,1,0.022988505747126436,1,0,0,0,87,7,13
1,1,0.0,1,0,0,0,21,3,11
1,1,0.044444444444444446,1,0,0,1,45,3,14
1,1,0.46511627906976744,1,1,1,0,129,5,14
1,1,0.05454545454545454,1,1,0,0,55,3,38
0,0,0.0,1,0,0,0,61,5,21
0,0,0.12745098039215685,1,3,0,0,102,8,14
1,1,0.0,1,1,0,0,60,6,20
0,1,0.025,0,0,0,0,40,5,14
1,1,0.0,0,0,0,0,88,4,24
1,1,0.33766233766233766,1,0,1,0,77,4,27
1,1,0.0,1,0,0,1,72,4,19
1,1,0.1746031746031746,1,0,1,1,126,4,50
1,0,0.0,1,2,0,0,72,5,31
1,1,0.0,1,0,0,0,17,2,10
0,0,0.0,0,0,0,0,51,4,23
0,0,0.125,1,0,0,0,48,4,20
1,1,0.0,1,3,0,0,47,6,13
1,1,0.011235955056179775,1,4,0,0,89,9,21
1,0,0.0,1,0,0,0,38,3,27
0,1,0.0,0,0,0,0,60,5,19
1,0,0.0,1,0,0,0,33,3,21
0,1,0.0,0,0,0,0,48,4,16
1,1,0.021739130434782608,1,2,0,0,46,5,16
0,0,0.0,1,0,0,0,50,3,23
0,0,0.0,1,0,0,0,69,5,25
1,1,0.03968253968253968,1,6,0,0,126,12,19
1,1,0.038461538461538464,1,0,0,0,26,3,10
0,0,0.0,1,0,0,0,52,3,16
1,1,0.0,1,0,0,0,69,6,17
0,1,0.0,0,0,0,0,35,4,12
1,1,0.04,1,1,0,0,75,3,42
1,1,0.16129032258064516,1,0,1,1,124,5,46
1,1,0.37155963302752293,1,4,1,1,218,6,12
0,0,0.05714285714285714,1,0,0,0,35,2,28
1,1,0.0,1,0,0,0,45,4,17
1,1,0.29069767441860467,1,0,1,0,86,4,27
1,1,0.014084507042253521,1,0,0,0,71,6,23
0,0,0.0,1,0,0,0,76,4,19
1,1,0.0,1,1,0,0,52,7,16
1,1,0.0,1,1,0,0,69,6,20
1,1,0.1694915254237288,1,0,1,1,118,5,42
1,1,0.15976331360946747,1,2,1,1,169,7,17
0,0,0.1076923076923077,0,0,1,0,130,10,13
1,1,0.0,1,0,0,0,58,6,18
0,1,0.17391304347826086,0,0,1,0,46,5,14
1,1,0.38596491228070173,1,5,1,1,228,7,12
1,1,0.2755102040816326,1,2,1,0,98,9,26
1,1,0.4063926940639269,1,4,1,1,219,6,12
1,1,0.0,1,0,0,0,42,4,22
1,1,0.14285714285714285,0,2,0,1,84,3,24
1,1,0.08403361344537816,1,3,1,1,476,4,13
1,1,0.1267605633802817,1,0,0,1,142,3,25
0,1,0.06153846153846154,1,0,0,0,65,5,24
0,0,0.0,1,0,0,0,62,4,31
1,1,0.05660377358490566,1,0,0,0,53,6,20
0,0,0.12903225806451613,0,0,0,0,31,2,18
1,1,0.013333333333333334,1,0,0,0,75,3,42
1,1,0.0,1,1,0,0,48,3,18
0,0,0.0,1,0,0,0,56,3,21
1,1,0.0,1,0,0,0,49,5,25
1,1,0.05454545454545454,1,0,0,0,55,6,13
1,1,0.12658227848101267,1,4,1,0,79,10,13
0,0,0.0,0,0,0,0,59,5,17
1,1,0.20512820512820512,1,0,1,1,117,5,42
1,1,0.06060606060606061,1,0,0,0,33,3,14
1,1,0.0,1,0,0,0,32,4,10
1,1,0.25882352941176473,1,2,1,0,85,6,21
1,1,0.0,1,0,0,0,32,3,24
1,1,0.2647058823529412,1,0,1,0,68,4,41
0,0,0.10526315789473684,0,1,1,0,76,8,14
1,1,0.20833333333333334,1,0,1,1,48,5,23
0,0,0.0,0,0,0,0,44,4,10
1,1,0.0,1,2,0,0,42,8,14
0,0,0.0,1,0,0,0,66,4,30
0,1,0.0,1,0,0,0,56,4,31
1,0,0.25842696629213485,1,1,1,0,89,7,22
1,1,0.19402985074626866,1,0,1,1,268,8,13
1,1,0.1,1,2,0,0,60,7,22
1,1,0.0,1,3,0,0,89,11,14
0,0,0.0,0,0,0,0,55,6,18
1,1,0.021739130434782608,1,0,0,1,92,4,15
1,1,0.0,1,0,0,0,40,5,16
1,1,0.0,1,0,0,1,53,4,9
0,0,0.0,0,0,0,0,43,3,16
1,1,0.0,1,1,0,0,38,2,31
0,0,0.05154639175257732,1,0,0,0,97,6,17
0,0,0.0,1,0,0,0,25,2,17
1,1,0.043859649122807015,1,1,0,1,114,7,15
1,0,0.10416666666666667,1,0,0,1,96,4,18
1,1,0.04285714285714286,0,1,0,1,70,8,10
0,0,0.0,0,0,0,0,26,3,14
1,1,0.038461538461538464,1,0,0,1,78,5,25
0,0,0.0,1,0,0,0,51,3,27
1,1,0.0,1,1,0,0,63,6,22
0,0,0.0641025641025641,0,0,0,0,78,5,18
0,0,0.08602150537634409,1,0,0,0,93,6,21
0,0,0.21212121212121213,0,0,1,1,33,3,12
0,0,0.0,1,0,0,0,38,3,22
0,1,0.0989010989010989,1,0,0,0,91,8,12
0,1,0.08108108108108109,1,0,0,0,74,5,24
1,1,0.0,1,2,0,0,42,5,11
1,1,0.0,1,0,0,0,37,5,10
0,0,0.019230769230769232,1,0,0,0,52,4,17
1,1,0.16379310344827586,1,0,1,1,116,4,42
1,0,0.11627906976744186,1,2,1,1,172,10,14
1,0,0.0,0,0,0,0,32,2,25
0,0,0.0,1,0,0,0,43,3,34
0,1,0.0,0,0,0,0,36,3,16
1,1,0.0,1,0,0,0,46,5,23
0,1,0.0,1,0,0,0,67,4,21
0,1,0.16,0,0,0,0,25,3,12
1,0,0.47619047619047616,1,0,1,0,21,3,13
1,0,0.10869565217391304,1,0,0,1,46,3,20
1,1,0.0,1,2,0,0,57,4,20
1,1,0.18181818181818182,1,0,1,0,77,5,23
1,1,0.0,1,2,0,0,73,6,22
0,0,0.1095890410958904,1,0,0,0,73,7,12
0,0,0.05,0,0,0,0,20,3,11
0,0,0.0,0,0,0,0,33,2,25
1,0,0.1724137931034483,1,0,0,0,29,3,21
1,0,0.0,1,0,0,0,38,3,29
0,1,0.0,1,0,0,0,29,3,6
1,1,0.0,1,0,0,0,30,3,17
0,1,0.015151515151515152,1,1,0,1,66,4,27
0,0,0.0,1,0,0,0,33,3,11
1,1,0.08,1,0,0,0,25,2,18
0,0,0.0,1,2,0,0,91,5,16
1,1,0.34210526315789475,1,0,1,1,76,4,10
1,1,0.15625,1,0,0,0,32,3,14
1,1,0.0,1,1,0,0,36,4,11
0,0,0.0,1,0,0,0,35,3,15
0,0,0.0,1,0,0,0,40,3,32
0,0,0.0,0,0,0,0,28,3,20
0,0,0.15,0,0,0,0,40,4,17
0,0,0.13793103448275862,1,0,0,0,29,3,21
1,1,0.07142857142857142,1,0,0,0,28,3,13
0,0,0.0,0,0,0,0,55,4,16
0,1,0.01282051282051282,1,0,0,0,78,5,16
0,0,0.0,1,0,0,0,57,3,24
0,0,0.04878048780487805,1,0,0,1,41,4,12
0,0,0.0,1,0,0,0,62,3,24
1,1,0.325,1,0,1,1,80,4,14
0,0,0.07142857142857142,0,0,0,0,42,4,15
1,1,0.0,1,0,0,0,26,3,16
1,1,0.03225806451612903,1,0,0,0,31,3,22
0,0,0.017543859649122806,1,0,0,0,57,3,35
1,1,0.1782178217821782,1,0,1,1,202,6,16
1,1,0.0,1,1,0,0,55,4,35
1,1,0.023529411764705882,1,2,0,0,85,10,11
0,0,0.0,0,0,0,0,38,4,13
0,1,0.0425531914893617,1,0,0,0,47,5,11
1,1,0.2898550724637681,1,2,1,1,207,4,27
0,0,0.19047619047619047,1,1,0,1,42,3,17
0,0,0.0,1,0,0,0,36,3,17
0,1,0.11538461538461539,1,0,0,0,104,7,31
0,0,0.0,1,0,0,0,53,4,14
1,1,0.038461538461538464,1,0,0,0,52,5,14
1,1,0.034482758620689655,1,1,0,1,58,4,16
0,0,0.0,1,0,0,0,64,3,30
1,1,0.057692307692307696,1,0,1,0,52,3,25
0,0,0.05263157894736842,0,0,0,0,76,3,21
1,1,0.043478260869565216,1,0,0,0,46,5,11
1,1,0.23255813953488372,1,0,1,0,43,5,13
1,0,0.4965986394557823,1,0,1,1,147,3,22
0,0,0.0,0,0,0,0,64,4,14
0,0,0.0,0,0,0,0,35,5,18
1,1,0.21428571428571427,0,1,0,0,28,2,21
1,1,0.015873015873015872,1,0,0,0,63,8,18
1,1,0.0,1,0,0,0,39,4,20
0,1,0.0,0,0,0,0,38,4,16
0,1,0.0,1,0,0,0,50,5,15
0,0,0.0,0,0,0,0,62,4,11
1,1,0.0,1,0,0,0,72,6,38
0,0,0.07547169811320754,0,1,0,1,53,4,14
0,1,0.0,1,0,0,0,35,4,19
0,1,0.0,1,0,0,0,83,4,18
0,0,0.030303030303030304,1,0,0,1,66,5,30
1,1,0.3076923076923077,1,2,1,0,65,4,39
0,0,0.08196721311475409,0,0,0,0,61,5,18
1,1,0.4866666666666667,1,0,1,1,150,4,40
1,1,0.19834710743801653,1,1,1,1,121,4,53
1,1,0.057692307692307696,1,0,0,0,52,4,22
1,0,0.07142857142857142,1,0,0,1,98,4,20
1,1,0.175303197353914,1,2,1,1,907,7,29
1,1,0.08571428571428572,1,0,0,0,70,4,35
0,0,0.04918032786885246,1,0,0,0,61,4,20
0,1,0.07936507936507936,1,0,0,0,63,7,18
1,1,0.0,1,1,0,0,42,5,13
1,1,0.047619047619047616,1,1,0,0,84,7,28
1,1,0.12345679012345678,1,0,0,0,162,6,40
0,0,0.03571428571428571,1,0,0,0,28,3,20
1,1,0.0,0,0,0,0,26,4,12
1,1,0.06666666666666667,1,1,1,1,120,4,18
1,1,0.0,1,0,0,0,33,4,12
1,1,0.11382113821138211,1,0,1,1,123,4,46
1,1,0.02040816326530612,0,3,0,0,49,6,12
0,0,0.07291666666666667,1,0,1,0,96,4,21
0,0,0.04878048780487805,1,0,0,0,41,3,13
0,1,0.0,1,0,0,0,43,4,18
0,0,0.0,1,0,0,0,53,6,20
0,0,0.0,1,0,0,0,76,6,17
1,1,0.0196078431372549,0,3,0,0,51,6,12
1,1,0.12857142857142856,0,0,0,0,70,6,16
1,1,0.0,1,0,0,0,22,4,12
1,1,0.0,1,2,0,0,29,4,13
1,0,0.0,1,0,0,0,23,3,14
1,1,0.0,1,0,0,0,45,4,11
1,1,0.1935483870967742,1,1,1,1,124,7,15
1,1,0.18840579710144928,1,0,1,0,69,3,35
1,1,0.0,1,0,0,0,57,3,40
1,1,0.265625,1,0,1,1,128,6,12
1,1,0.0,1,3,0,0,57,5,22
1,1,0.018867924528301886,1,0,0,0,53,5,24
1,1,0.037037037037037035,1,0,0,0,54,3,26
1,1,0.06382978723404255,1,2,0,0,47,4,15
1,1,0.0,1,1,0,0,52,5,27
1,1,0.18181818181818182,1,0,1,1,132,7,30
1,1,0.03896103896103896,0,1,0,1,77,6,16
1,1,0.05309734513274336,1,1,0,1,113,7,15
0,0,0.13414634146341464,0,0,0,0,82,7,11
0,0,0.04,0,0,0,0,50,5,15
1,1,0.19801980198019803,1,0,1,0,101,7,37
0,0,0.0,1,0,0,0,58,4,25
1,1,0.14814814814814814,0,0,0,0,54,4,11
0,0,0.06896551724137931,1,0,0,0,29,2,22
0,1,0.0,1,0,0,0,59,5,18
1,1,0.0,1,0,0,0,36,3,23
1,1,0.1590909090909091,1,4,1,0,88,10,22
1,1,0.04819277108433735,1,1,0,0,83,9,19
1,1,0.0,1,2,0,0,58,6,18
0,0,0.0,1,0,0,0,67,3,29
1,1,0.0,1,0,0,0,21,3,9
1,1,0.0,1,2,0,0,81,7,20
1,1,0.0,1,2,0,0,50,4,17
1,1,0.25,1,0,0,1,84,3,11
1,1,0.1518987341772152,1,4,1,0,79,10,13
1,1,0.0,1,4,0,1,96,9,17
1,1,0.27380952380952384,1,0,1,0,84,6,10
1,1,0.36470588235294116,1,0,1,0,85,4,18
1,0,0.0,0,0,0,0,25,3,12
0,0,0.0,1,0,0,0,100,4,31
1,1,0.029411764705882353,1,0,0,0,34,2,26
1,1,0.0,1,3,0,0,46,6,16
1,1,0.0,0,0,0,0,25,5,9
1,1,0.0,1,0,0,0,77,6,26
0,0,0.0,1,0,0,0,78,4,24
0,0,0.18691588785046728,1,0,1,0,107,5,18
1,1,0.0,1,0,0,0,27,4,16
0,0,0.0,0,0,0,0,246,3,13
0,0,0.07792207792207792,1,0,0,1,77,3,23
0,0,0.0,1,1,0,0,44,4,11
1,1,0.04680851063829787,1,3,1,1,235,6,18
1,1,0.018867924528301886,1,0,0,1,53,8,12
1,1,0.0,1,1,0,0,62,5,28
1,1,0.16,1,0,1,0,25,3,9
1,1,0.0,1,1,0,0,43,3,35
1,1,0.0,1,0,0,0,46,5,19
0,0,0.0,1,0,0,0,61,6,22
0,0,0.02,1,0,0,0,50,4,14
0,1,0.08163265306122448,1,0,0,0,49,5,22
1,1,0.0,1,1,0,0,31,3,14
1,1,0.09803921568627451,1,0,0,0,51,3,43
1,1,0.07909604519774012,1,4,1,0,177,5,32
0,0,0.0,1,0,0,0,63,3,24
1,1,0.08,1,0,0,0,75,5,39
0,1,0.0,0,0,0,0,46,3,27
0,1,0.0,0,1,0,0,107,4,16
1,1,0.0,1,1,0,0,41,3,33
0,0,0.05357142857142857,1,0,0,0,56,4,19
0,1,0.03333333333333333,1,0,0,0,60,5,24
1,1,0.08108108108108109,1,2,0,0,74,7,25
0,0,0.025,1,0,0,0,80,5,32
0,1,0.0,1,0,0,0,29,4,11
0,0,0.1956521739130435,1,0,1,0,46,5,14
1,1,0.04,1,3,1,2,425,21,13
0,0,0.07692307692307693,1,0,0,0,39,4,21
1,1,0.0851063829787234,1,0,0,0,47,3,39
0,0,0.03571428571428571,1,0,0,0,84,5,25
1,1,0.10256410256410256,1,0,0,0,39,3,31
1,1,0.0,1,0,0,0,19,4,9
1,1,0.18110236220472442,1,0,1,1,127,4,50
1,1,0.034482758620689655,1,0,0,0,29,4,8
1,1,0.13513513513513514,1,0,0,0,37,3,21
1,1,0.01694915254237288,1,1,0,0,59,6,18
1,1,0.35064935064935066,1,0,1,0,77,5,23
1,1,0.1485148514851485,1,0,1,0,101,7,37
1,1,0.0,1,0,0,0,31,3,17
1,1,0.0,1,0,0,0,50,5,12
0,1,0.0,1,3,0,0,58,4,20
1,1,0.04878048780487805,1,1,0,0,41,3,24
0,0,0.0,0,0,0,0,69,4,18
0,0,0.0,1,0,0,0,39,5,19
0,0,0.0,0,0,0,0,21,2,14
1,1,0.27058823529411763,1,1,1,0,85,8,13
1,1,0.5,1,0,1,0,44,3,29
0,0,0.0,0,0,0,0,22,3,14
0,1,0.0,1,0,0,0,49,4,21
0,0,0.0,1,0,0,0,48,4,23
1,1,0.14960629921259844,1,0,1,1,127,4,50
1,1,0.0,1,0,0,0,47,5,15
1,1,0.12,1,0,1,0,50,5,20
0,0,0.0,1,0,0,0,48,3,24
0,1,0.0,1,0,0,0,57,3,26
1,1,0.0,1,1,0,0,48,5,16
1,1,0.0,1,0,0,0,43,5,24
0,0,0.08108108108108109,1,0,0,0,74,3,23
0,0,0.0,1,0,0,0,48,4,15
1,1,0.02702702702702703,0,0,0,0,37,4,20
0,1,0.0975609756097561,0,0,1,0,82,6,18
0,0,0.0,1,0,0,0,70,4,36
1,1,0.03773584905660377,1,0,0,0,53,6,21
0,0,0.0,1,0,0,0,28,3,17
1,1,0.24074074074074073,1,0,1,0,54,3,14
1,1,0.40298507462686567,1,0,1,0,67,7,14
0,0,0.0,0,0,0,0,58,4,12
1,1,0.0,1,3,0,0,61,9,17
0,0,0.05504587155963303,1,0,0,0,109,4,19
0,1,0.0,1,0,0,0,49,5,24
1,1,0.16901408450704225,1,0,1,1,71,6,12
1,1,0.0,1,0,0,1,51,4,27
1,0,0.0,1,0,0,0,46,4,17
1,1,0.15217391304347827,1,2,0,0,46,5,11
0,0,0.0,1,0,0,0,78,4,32
1,1,0.0,1,0,0,0,38,4,12
0,0,0.07692307692307693,0,0,0,0,78,5,15
0,0,0.0,0,0,0,0,66,4,16
